review_date,reviewer,star,helpful,text,course_name
2022-03-16,Olabisi O,5,0,"This course is really insightful, prepares me what what to expect and am already feeling like data analyst.",foundations-data
2022-03-14,Huyền N,5,0,I think the course is so great and interesting when brings me a very basic foundation about data analysist.,foundations-data
2022-02-26,Deepak N,5,0,Got Better understanding of the Data points.  Very useful all basic logics are clear and easy to understand  ,foundations-data
2022-01-11,Ali A M ,5,0,"One of The best Courses I joined in, I'm very excited to learnt new information to be used on my daily life ",foundations-data
2022-01-06,Usama B S,5,0,Awesome course for those who are thinking of going to become a data analysts and don't know where to start.,foundations-data
2021-12-26,Muhammad S,5,0,"The course was designed to be very interactive, informative and participative. Enjoyed learning new things. ",foundations-data
2021-12-02,Thiện N Q,5,0,I am really new with Data Analyst but after this course I feel like more familiar and exciting to continue.,foundations-data
2021-11-12,Victoria H,5,0,T​he course is very detailed and reptitive in a good way to ensure understanding and have hands on activity ,foundations-data
2021-09-28,NORFADILLAH M N,5,0,"Great learning for this course. . Quite easy to follow on the how the data flows through different systems.


",foundations-data
2021-09-24,Galen F,5,0,T​his style of teaching combining audible learning with practical learning really kept me going throughout.,foundations-data
2021-09-21,Jennifer B,5,0,"This course lays out the standard structure for data analysis which is critical for Data Analyst.
Thank you.",foundations-data
2021-09-21,4040 K T,5,0,"It was a great journey throughout the course.
Learned a lot about data analysis and its great opportunities.",foundations-data
2021-08-27,Dinh T,5,0,This course is so useful. I have a general look on data and data analysis after taking part in this course.,foundations-data
2021-06-01,Kool k,5,0,"This course was very informative , and if the imformation  learned i  could use them  in  my everyday life.",foundations-data
2021-05-18,Joseph S,5,0,This course did a good job at describing to me what a Data Analyst actually does.  I'm excited to continue!,foundations-data
2021-04-30,Anamika S,5,0,"thankyou so much for this course, I loved this course, It created deep enthusiasm in me for data analytics.",foundations-data
2021-04-27,Bryan I H M,5,0,I think that this course really go deep into the foundations of data analytics. Great course for begginers.,foundations-data
2021-04-15,Abdul F B A R,5,0,"Good introductions to the field of Data Analysis and what is required to be a good, competent Data Analyst.",foundations-data
2022-09-05,Ngọc H,5,0,"hic, mỗi tội dốt tiếng anh quá, toàn phải translate to vietnamese. Khóa học uki thì đương nhiên là uki rùi",foundations-data
2022-08-07,caroline c,5,0,"Thank you is all I can say. Our instructor made learning this course look easy, especially SQL. Thank you.",foundations-data
2022-08-01,Naima N,5,0,This course is really helpful even for beginners who want to learn data analytics with no prior knowledge!,foundations-data
2022-07-14,Benson b,5,0,VERY INTERESTING AND INSIGHTFUL COURSE. I AM REALY GETTING READY TO BE A FORCE THE FIELS OF DATA ANALYSIS.,foundations-data
2022-07-12,Tariro S ,5,0,This course is really good for beginners like myself. It starts with the basics and it covers all aspects.,foundations-data
2022-07-12,Caleb H,5,0,It's a very insightful course structure thai i will recomend to anyboby aspiring to become a data analyst.,foundations-data
2022-07-09,Shayan S,5,0,The flow of the course was steady which made sure we grasp the most information and knowledge as possible.,foundations-data
2022-07-06,Robyn M,5,0,"t​his course was a good intro for someone who is not familiar with data, data analytics, and data analyst. ",foundations-data
2022-06-02,Abeke T,5,0,It was a very wonderful class for me. I got to know things i did not know. A very good foundation insight.,foundations-data
2022-05-14,Antonio B M,5,0,"Apart from being very well structured, the people who have done it have been very passionate and generous.",foundations-data
2022-04-22,Purushottam S,5,0,"curse gives u a all basic knowlege that u will need to be data analyst, u can start learning fom scratch .",foundations-data
2022-03-13,daulton s,5,0,"theres tones of neat information in here and it makes me feel better knowing nothing and learning so much.
",foundations-data
2022-03-13,Carlos A C G,5,0,"M​uy bueno, te lleva de menos a más y cuando menos te das cuenta, ya estás resolviendo casos interesantes.",foundations-data
2022-01-12,Manpreet S,5,0,"great course providing solid base for the growing analytical thinking, love the rigorous tests and quizzes ",foundations-data
2021-12-13,Ethan H,5,0,V​ery well written course! It's very easy to go at your own pace and the instructors are very well spoken.,foundations-data
2021-12-03,Matias G C,5,0,Excelente curso. Super recomendado para los que se encuentran interesados en el tema y el área pertinente.,foundations-data
2021-11-14,Jeffrey C,5,0,Streamlined  and Focused content on what we need in the field!!!!! Thank you so much for put this together,foundations-data
2021-11-11,Masoumeh T,5,0,"Awesome. Not boring, so much new stuff to learn in a very exciting way. Enough challenges and no pressure.",foundations-data
2021-11-06,El M  B,5,0,I have never thought that online learning makes so much fun . i am gonna recommend this course to everyone ,foundations-data
2021-08-02,Shannon I,5,0,This was an enriching course. I found it to be a fun and simple way to learn the basics of data analytics! ,foundations-data
2021-05-10,Reem A S,5,0,"The foundation course was
well received and enabled self-directed learning of the data analytics subjects.",foundations-data
2021-05-08,Liviu S,5,0,Like most of the staff coming from google this is not an exception .The best out there from the best ones.,foundations-data
2021-05-07,rahul m,5,0,"very very useful with well structured, great teaching method, wonderfully designed, conceptually strong!!! ",foundations-data
2021-04-30,Aveek A,5,0,BEST COURSE EVER FOR NEWBIE LIKE ME. THROUGHLY ENJOYED AND LEARNED MANY MORE. THANKS GOOGLE AND COURSERA ! ,foundations-data
2021-04-22,Nitin G,5,0,nice learning so far working on real insight of data analysis which far important than the skills or tools  ,foundations-data
2021-04-18,Ali I,5,0,Course is outstanding it helps me to understand the basics need to collect the data and finally share them,foundations-data
2021-04-14,Ritesh R,5,0,"It was nice learning about so many things which can help a student turn his career into data analyst role.
",foundations-data
2021-04-12,Otto D,5,0,"Toda una gran experiencia.
Gracias Coursera y google por este poderoso curso.
Seguimos adelante, a por ello!",foundations-data
2021-03-21,Saran V,5,0,simply awesome the content of the course easy to understand and help me to think the data in a logical way,foundations-data
2022-09-19,Jennifer G,5,0,"I​ thought this course was very well structured and organized, and I had a great time working through it!",foundations-data
2022-09-18,Temitope A L,5,0,G​reat insight to Data analytics. It opened my eyes to things i did not notice and i m so into the course,foundations-data
2022-09-10,Sam A P,5,0,I​t was a very intresting learning experience and was fun i have enjoyed this learning process completely,foundations-data
2022-09-01,Kashif K,5,0,"Very good curated video, well explained too. The questions keeps you on toe and asks for analytical mind.",foundations-data
2022-08-31,Trevon S,5,0,Taught me a lot I didn't know I unconsciously knew. Helped me gain critical knowledge skills in new ways.,foundations-data
2022-08-22,Lara M,5,0,I learn a lot of new concepts and approaches to data analysis from this course improving my competencies.,foundations-data
2022-08-22,Sanpreet S,5,0,Toni was the best instructor falling in all amazing educators who are helping us achieving the milestone.,foundations-data
2022-08-19,Kalu R E,5,0,"the course was really awesome and eduative.
thanks to my instructor, i am now thinking like a data analyst",foundations-data
2022-08-13,Belle J,5,0,A very good refresh course for me and a beginner friendly course for people with no analytical background,foundations-data
2022-07-29,Daniel K,5,0,I enjoyed it. This course taught me the basics of data analysis and SQL. I look forward to learning more. ,foundations-data
2022-07-22,John A A,5,0,I really learned a lot in this course! It was great to understand the basics and the foundations of data.,foundations-data
2022-07-13,GALGAM D ,5,0,This was an outstanding course which helped me to understand all requirements that are need to go further,foundations-data
2022-07-01,Michelle L,5,0,This course was helpful and had lots of resources to help me learn more about things I didn't understand. ,foundations-data
2022-06-11,Damith M C,5,0,Great Content. It's help m to understanding my future path. Simply & efficiently tutors taught everthing.,foundations-data
2022-06-11,Abhilash G,5,0,It was a great experience to learn something new from this Course in this platform...Great Explaination.. ,foundations-data
2022-06-08,Abhijeet K,5,0,A very good course for beginners. I'm excited to study next course in the series. Thanks Google and Tony.,foundations-data
2022-05-03,Kyran L,5,0,"A great introduction to understanding data, defining data, and being introduced to how to work with data.",foundations-data
2022-04-20,Eisa M,5,0,E​xcellent introduction to the field of data analysis. It explains the concepts in an easy practical way.,foundations-data
2022-04-17,CHLOE H,5,0,VERY VERY INFORMATIVE AN INSIGHTUFL - (as its the point ahaha) VEry good intriduction to data analystics. ,foundations-data
2022-02-02,Victor M A P,5,0,Un curso introductorio excelente para quienes inician en el mundo del análisis de datos. No tiene pierde. ,foundations-data
2022-01-27,Javier A C C,5,0,"El curso deja bases sólidas de los procesos de Sata Analytics, la verdad lo deja a uno con hambre de más!",foundations-data
2021-11-29,Augusto E,5,0,Excelent introductory course wich can teaches for everyone including persons with experience in the area.,foundations-data
2021-11-12,patrick r,5,0,This was a very good entry point. Put the speed of the videos at 2 times and do all the reflection tasks. ,foundations-data
2021-10-15,Sumaïya C,5,0,"Enjoyed the whole course but having difficulty to obtain my certificate. Does it require ""GOVERNMENT ID""?",foundations-data
2021-10-10,Jatin S,5,0,The course is very helpful in learning new skills and it helped me a lot in improving my thought process.,foundations-data
2021-09-28,Regina M,5,0,"As a newbie with no prior experience to the world of Data Analysts, this course was a great start for me.",foundations-data
2021-08-19,christopher b,5,0,this course mostly include definitions and introductory understandings on what to learn as a data analyst,foundations-data
2021-07-13,Sanjay,5,0,G​reat course and gives alots of insight even if you have done stuff before it focuses on the soft skills,foundations-data
2021-06-27,jacquelyn d,5,0,"I really like how the courses are quick, to the point, and I can manage to fit them into tight schedules!",foundations-data
2021-05-31,Venkatesh S,5,0,"Provides very good insights starting from the basics of data, how to start analyzing and presenting data.",foundations-data
2021-04-30,Ayush ,5,0,It's a very useful course to give the students insight about everything that is there in the data  world.,foundations-data
2021-04-02,Tony S,5,0,"Solid and clear introduction to Data analysis as a concept, without overwhelming the prospective student. ",foundations-data
2021-03-22,Jeddy G,5,0,Great introduction and methods of delivery. Very useful case studies shared too. Looking forward to more.,foundations-data
2022-09-07,Mihaela V L,5,0,This first course is a great start! It gives you a great base and prepares you for the upcoming courses.,foundations-data
2022-09-07,TanyaMarie L,5,0,"The structure of course mde it more easier and comfortable for me to understand, follow and complete it.",foundations-data
2022-09-06,Irma K,5,0,"I like it.  Easy to follow, gentle on my older brain.  Makes me believe in my ability in learning again. ",foundations-data
2022-08-27,Brenda L,5,0,It's quite comprehensive as an initial approach for those like me who are starting to explore this field,foundations-data
2022-08-02,ABHINANDAN M,5,0,"very nice starting for me. It feels  good when someone is teaching us and making us feel relax and learn
",foundations-data
2022-07-18,Michael O,5,0,Great insight in the Data world. Google has it all and the instructors are great and very reourceful...!,foundations-data
2022-07-17,Vidson J M G,5,0,Greast foundational course! Was able to give a background and glimpse on what's coming up. :) Thank you!,foundations-data
2022-06-21,Bruno A,5,0,"this introduction gives you a solid view of what data analysts do, I am excited to start the next course",foundations-data
2022-05-26,Deleted A,5,0,Really helped establish a basic understanding of each of the skill I will explore further in the course.,foundations-data
2022-05-19,OA39,5,0,pretty much all you need to know to start thinking and know what is it looks like to be a data ananylsis ,foundations-data
2022-05-17,Bjoern M,5,0,I found it very impressibe how this course was structured. Good learning advices from the instructor(s).,foundations-data
2022-04-19,Nengak G,5,0,"M​y experience learning this course has been awesome. Moreso that I can learn at my pace, super awesome.",foundations-data
2022-03-31,Rohit N,5,0,Very Engaging and Interesting Course created by Google. Looking forward to complete remaining 7 Courses.,foundations-data
2022-03-16,Naman C,5,0,It's Best Introductary course of data analysis. And learn a lot of basics things about data analysis. :),foundations-data
2022-02-09,Praveen Y,5,0,"This course is very informative, easy to understand and has many detail information about data analytics",foundations-data
2021-12-29,GAURAV U,5,0,This Course is very awesome and Tutor here are explain details in perfect manner with all good examples. ,foundations-data
2021-12-28,Rick D,5,0,I found the course to be very interesting and helpful.  I am looking forward to continui9ng the program.  ,foundations-data
2021-11-15,Alberto T,5,0,"El curso es bueno, para ser uno de introducción presentan conceptos y actividades de desarrollo técnico.",foundations-data
2021-11-08,MD.SIRAZUL I,5,0,"Can be less biased if all observation that may lead to unfair outcome are stated in the analysis report. 
",foundations-data
2021-10-13,Adithya S,5,0,I liked the way of teaching in this course. Even a slow learner can catchup with this course. Thanks....,foundations-data
2021-10-01,YOUSSEF Z,5,0,great teachers ;great course ; im very happy that i did begin the course here ; im so grateful coursera.,foundations-data
2021-09-05,Zulma F,5,0,E​xcellent! I especially loved the videos and current data analysts' perspectives regarding their roles. ,foundations-data
2021-09-02,chandra p,5,0,"Wonderful way of explanation along with exercises, also can be taken according to our own time schedule.",foundations-data
2021-08-31,Bhavya V,5,0,Good start to the google analytics certificate. It gave a great introduction to world of data analytics.,foundations-data
2021-06-13,Kevin S,5,0,Excelent start point for anyone who is interested in data analytics with a lot of fundamentals to learn. ,foundations-data
2021-05-23,Desmond C,5,0,"Great format, structure/content is conducive to learning and developing a foundational ""way of thinking""",foundations-data
2021-04-21,mujahid a,5,0,The exercises were exceptionally good. The basics were covered even any beginner can start from scratch. ,foundations-data
2021-04-20,Shahid I,5,0,Coursera is an Amazing Platform! Love to learn new things from this forum. I rate this 5 Star!! Kudos!!!,foundations-data
2021-04-12,Hima A,5,0,The course was very helpful to provide me with the knowledge about the basics of Data and Data Analysis. ,foundations-data
2022-09-26,Timothy E O,5,0,I​t is a very good course. The Instructors were amazing and it was a very nice time learning from them. ,foundations-data
2022-09-09,Luis E M,5,0,Es una gran opcion para iniciar en el mundo del analisis de datos. No importa si no tienes experiencia.,foundations-data
2022-09-03,I A,5,0,Excellent smooth foundation providing a clear overview of what is coming up in the rest of the courses.,foundations-data
2022-08-13,Koppula V,5,0,The instructor is very helpful and the way he thought was remarkable and helpful for career development,foundations-data
2022-08-03,Linh T,5,0,This course is really helpful and easy to understand. It is help me to have basic knowledge about Data.,foundations-data
2022-07-06,Eric K K,5,0,"It was very informative and it is well partioned for a student to easily follow and mark their progress
",foundations-data
2022-06-26,Nandini Y,5,0,Case Studies in this course are very helpul  for making  concepts crystal clear. Just love this course.,foundations-data
2022-05-18,Daniel C,5,0,i thik the course is wll prepared to give you an outlook of all that you will learn in the next courses ,foundations-data
2022-04-29,Neeru G,5,0,The course is very well  prepared. It involves a comprehensive introductions to Data Analytics program. ,foundations-data
2022-04-21,Manoj K Y,5,0,Contents of  the course is being taken very carefully to make sure that beggners doesn't get distracted ,foundations-data
2022-04-16,Orielle W T,5,0,"Tony is an excellent teacher and all the helpful video from other ""googlers"" are relevant and on topic.",foundations-data
2022-04-13,Mustapha A,5,0,Absolutely Remarkable how much you guys at Google are doing to make the world a better place. Thank You,foundations-data
2022-04-04,Chika G,5,0,I​t was freindly and easy for a mother like me... i had time to attend to my children and still school.,foundations-data
2022-04-03,Ramat A,5,0,Beginner-friendly! Thank you so much Google for creating this course. You made learning so much easier!,foundations-data
2022-03-27,BEENA B G N,5,0,"Very interesting and worth learning course, Instructor taught the concepts with very simple thoughts...",foundations-data
2022-03-26,Christina R,5,0,​It was very engaging and I really enjoyed the course challenge because it wasnt based on memorization. ,foundations-data
2022-03-22,gavonni e,5,0,"EXCELENT EXPERIENCE 
Only problem was a couple test questions couldnt be reference back to any material. ",foundations-data
2022-03-21,Caryn L,5,0,A wonderful overview of the role of a data analyst.   The presenter is very knowledgeable and engaging.  ,foundations-data
2022-03-20,danieltck84,5,0,This is really an eye opener. The course is well constructed for best understanding. Highly recommended,foundations-data
2022-03-08,Fauzi A,5,0,Good to know the basic knowledge to become data analyst. The quizes help to review the course materials ,foundations-data
2022-03-07,NP,5,0,Gives very through understanding of What is Data Analysis and What does Data Analyst do on daily basis.,foundations-data
2022-02-23,Michelle H,5,0,"Tony was a great instructor, made the information easy to understand. Looking forward to the next class",foundations-data
2022-02-22,Shawn S,5,0,"​I've never fulfilled a data analyst role, but from what i've read online it seems to hold great value. ",foundations-data
2021-12-29,Nic A,5,0,"A really interesting course, whether you've been doing analysis for a long time or you've just started.",foundations-data
2021-12-08,Rushikesh T,5,0,I found the course very interesting and easy to learn. I'd recommend this one to budding data analysts.,foundations-data
2021-11-20,Sylvia A,5,0,This was a very great course! I cannot wait ti move on to the next course. This is a great opportunity! ,foundations-data
2021-11-10,Joseph O,5,0,A great course which provides all the necessary tools to ensure student grasp great insights about data,foundations-data
2021-11-07,Desmond T M,5,0,Great first step on my Data Analytics journey. Can't wait to refine my knowledge with the next courses!,foundations-data
2021-11-06,Amarjeet P,5,0,"IT WAS AWSOME COURSE I HAVE EVER  FOUND ONLINE, GREAAT INSIGHTS AND EXPLANATION, EXCELLENT FOR BIGINERS",foundations-data
2021-10-08,Enrique R,5,0,"EXECELNTE, aunque creo que necesitan simplificar, familiarizar y explicar mas a detalle la parte de SQL",foundations-data
2021-10-01,rajesh d,5,0,Excellent course...I liked it very much and will definitely help me in getting my job in Data Analysis.,foundations-data
2021-09-14,Gourav S B,5,0,This is the best course to start career in data analytics as the knowledge given is way more realistic. ,foundations-data
2021-07-26,Sumin J J,5,0,Thank You Coursera for providing such a flexible course . It was really beneficial and looking forward.,foundations-data
2021-07-25,Corinna G,5,0,Tony is a great presenter and the course is easy to follow along. I'm looking forward to learning more!,foundations-data
2021-07-21,Stefania C,5,0,"For those who don't know anything about data analytics, like myself, this course is absolutely amazing!",foundations-data
2021-06-02,PIYUSH K,5,0,Great platform to skilled up and be a data analysis. Any academic background can apply for this course.,foundations-data
2021-05-26,Irfan S,5,0,Clear and Crisp Information bundled within the package of great tutoring. Will recommend 100% to others,foundations-data
2021-05-25,Juan A O,5,0,"Great course ,  great instructor . I just begun and I have already learned a lot.
Thanks Google+Cursera!",foundations-data
2021-05-21,Deleted A,5,0,"I really enjoyed learning about data analysis with video, quizzes, readings and assignments on my pace.  ",foundations-data
2021-05-20,Ritu B,5,0,This Course really helped me alot for understanding the basic concepts and to start with my new career.,foundations-data
2021-05-20,Mornita F,5,0,I really enjoyed taking this class.  The content was very informative and stayed on the subject matter.,foundations-data
2021-05-15,sunil j,5,0,"I enjoyed this course 
and learned data is everywhere we need to just stay focused to grab the real data 
",foundations-data
2021-04-02,manuela k,5,0,Great introductory course. It shows where you are and what you can become through pursuing your dreams!,foundations-data
2022-09-27,Abdullah-Al-Zabir,5,0,T​his was really an amazing course. I have learned a lot about the thinking process of a data analyst. ,foundations-data
2022-09-23,Abiodun O,5,0,"I​ts really  nice studying this course with cousera, it has widely  my  horizon  inthe  world of data. ",foundations-data
2022-09-09,Jesselyn P,5,0,"Great introductory course, got me very familiarized with the concepts and framework of data analytics.",foundations-data
2022-05-28,Jaymian U,5,0,Great coverage of the basics of data analysis and I liked the inclusion of career information as well. ,foundations-data
2022-05-23,Patrick,5,0,Gives excellent overview of what to expect as data analyst. The intro to SQL is most beneficial to me.,foundations-data
2022-05-13,Andrey R K,5,0,"This course is what I was looking for, great teachers, excellent tips and a lot of useful information. ",foundations-data
2022-04-23,TINEYI C,5,0,The tutorials were top notch and the videos were presented in a very clear way to make learning easier,foundations-data
2022-04-17,Maha M,5,0,"This Was an awesome and informative eye-opener, I am excited and eager to Start up on the Next Course.
",foundations-data
2022-03-06,Raj K,5,0,"Very useful basic course for Data Analytics , it will increase your thinking power.
Must do this course ",foundations-data
2022-02-02,Kingsley L E,5,0,"T​his is a good course for beginners but much still needs to be done in the area of hands-on practics. 



",foundations-data
2022-01-27,Divine S,5,0,The course is a wonderful eye opener to the wonderful world of Data Analytics. Kudos Google x Coursera,foundations-data
2022-01-18,José T F A,5,0,Excelente curso y buenos instructores. El enfoque de trabajadores contando sus experiencias es un plus,foundations-data
2022-01-10,Cong T T,5,0,Great course in providing you foundational knowledge of business analytic. Thanks Google Teaching Team,foundations-data
2021-12-19,Vijay S,5,0,Well structured and eye opener course those who are starting data analytics First time in their career,foundations-data
2021-12-15,Lakshvanthy S,5,0,Great Course. I enjoyed a lot. It was a perfect course to introduce me to the world of Data Analytics.,foundations-data
2021-12-05,Muhammad Y,5,0,Extremely wonderful introduction to the world of Data. Incredible thanks a lot to Coursera and Google.,foundations-data
2021-11-21,Wayne D E,5,0,The course and material presented was in formative and interesting. The learning objectives were meet.,foundations-data
2021-11-05,Mahy M,5,0,"Incredible effort put in the course by the Google team. Love the content, assessments, and presenters!",foundations-data
2021-10-17,Diego M,5,0,"Excelente curso, mesmo tendo que traduzir o mesmo para português, de muito boa compreensão e didática. ",foundations-data
2021-09-30,Victor H R d S,5,0,"Very good introductory course! Keep the good work guys. Also, thanks TonyBoy and good luck to you mate",foundations-data
2021-09-26,Muhammad S,5,0,"This is a great learning platform. I think that is one of the best learning platforms. Thanks, GOOGLE.",foundations-data
2021-07-31,SIMRAN 2,5,0,This is a very beautifully designed course that helped me build solid foundations in the world of data ,foundations-data
2021-06-30,466_ARUNAV R,5,0,Great course for fresher and people who are looking for a jump start in their career as a Data Analyst,foundations-data
2021-06-09,Archit S,5,0,I want to thanks Tony really the way you guide me in this course i feeel like i can join at google too,foundations-data
2021-05-31,IZCOATL A I R,5,0,"Excelente curso, muy completo y brinda las bases para el análisis de datos para la toma de decisiones.",foundations-data
2021-05-25,Zhila A,5,0,This course has increased my interest in data analysis and piqued my curiosity to learn more about it. ,foundations-data
2021-05-18,SWARAJ W,5,0,This Course is very awesome. The impact of this teachers on you is very cherishing. Loved this course.,foundations-data
2021-04-24,INDULAL V,5,0,it was good experience and first of all thank you GOOGLE AND COURSERA giving and opportunity to learn.,foundations-data
2021-04-12,Joan M,5,0,I loved the course! Great job making the course easy to use and friendly towards newcomers! Thank you!,foundations-data
2021-04-08,Yaman B,5,0,"Amazing content, well organized and definitely the introductory required to start a data-analysis path",foundations-data
2021-04-04,Lynn A,5,0,This was a very nice introduction to data analysis and the mechanics of how a course is set up online. ,foundations-data
2021-03-28,Vamsi V,5,0,The lectures super good to understand and it is the best course to start the career as a data analyst.,foundations-data
2021-03-26,Dominic T,5,0,the easy understanding language to describe what is the data analytics and what thing we can do by it.,foundations-data
2022-09-17,SaFii_u,5,0,"I've learned a lot of things in this course, it gave me the bigger picture of what a data analyst is.",foundations-data
2022-08-31,Naveenkumar G,5,0,For a beginer like me this course is really effective and lookign forward to start the next course!!!,foundations-data
2022-08-22,Moisés G,5,0,The course has cumplied with my expectations. Thank you very much. I will continue with the next one. ,foundations-data
2022-08-07,Muhammad T S,5,0,Great Course to Start with. Professional Instructor and the way he lifts the motivation of beginners.,foundations-data
2022-08-02,Γιώργος Α,5,0,The easiest way for anyone to understand the key aspects and skills for the process of data analysis.,foundations-data
2022-07-14,gaurav c,5,0,Great course. The course content is relevant and the training is structured in a very logical manner. ,foundations-data
2022-07-05,Md N B S,5,0,this foundation is the best by far for when i learn data analyst. really look forward to the next one ,foundations-data
2022-06-06,Sophia P L d S,5,0,Insightful! This first course gave me a good taste of data analytics and the data analyst profession.,foundations-data
2022-05-31,Fernando P,5,0,R​eally good course to learn the basics and the philosophy behind the process of being a data analyst,foundations-data
2022-04-25,Anthony R,5,0,Overall enjoying the process of the course and looking forward to learning more as the journey .goes. ,foundations-data
2022-04-08,Brian L S,5,0,"Very good course to start with. Teaching you the basics, with simple and easy to understand concepts.",foundations-data
2022-02-21,Seema K,5,0,This is such a amazing course for freshers and I have learned a lots of data things from this course.,foundations-data
2022-02-14,Amrit K,5,0,"Course is very helpful,i would like to say thank you to coursera for providing this wonderful season. ",foundations-data
2022-02-12,Гладышев Е,5,0,"e​xelent course!
Great job Google and Coursera. My respect. Highly recomend for Junior Data Analytics",foundations-data
2022-02-11,Manoj M,5,0,V​ery good basic introduction to Data Analytics. I like the format and structure of the training too.,foundations-data
2022-01-18,Evan G,5,0,Great foundations to learn about data analysis and its thought procceses. Tony is a great instructor. ,foundations-data
2021-12-24,Sumanth R,5,0,Not a big fan of Online courses but after taking this course loved the way of delivering the content.,foundations-data
2021-11-23,Shibaprasad B,5,0,G​ives a good overview of the job of a data analyst. Specially if you don't have any prior knowledge.,foundations-data
2021-11-18,Audrey C B,5,0,"I had a great time learning about Data in this course, I'm so excited to move on to the next one!!!!!",foundations-data
2021-10-31,Jeroen O ,5,0,Good foundation - perhaps a little top basic for some people who already have experience in business.,foundations-data
2021-07-10,Mujaheed A A,5,0,Very engaging and practical oriented approach to have the foundations knowledge about Data Analytics. ,foundations-data
2021-05-26,Adrián V G,5,0,Bien estructurado y presentado. Reiterativo con los conceptos con los que te tienes que familiarizar.,foundations-data
2021-04-05,Brian B,5,0,Extremely guided and simple and concise information that is easy to follow and understand! Thank you!,foundations-data
2022-10-05,Rahul W,5,0,"C​oncepts of data analytics workflow, data life cycle and some real world examples of how it is used",foundations-data
2022-09-24,Oluwasina O W,5,0,"I​t is a very in-depth knowledge-gaining course, but thought in a very easy and good time-frame way.",foundations-data
2022-09-17,Jesper J,5,0,"T​his course is brilliant, it takes you though the entire process by reading and instruction videos.",foundations-data
2022-07-22,Tri A W,5,0,"teaches a lot about terms that are often overlooked in my work, maybe because of different languages  ",foundations-data
2022-07-08,Makarti M,5,0,Very thorough and order for newbie like me. The tests are challenging and more technical in the end.,foundations-data
2022-06-27,Vandana N,5,0,If you are a  beginner who wants to pursue as a Data Analyst then this is the best course to choose.,foundations-data
2022-06-01,Syed O u h,5,0,THIS COURSE GAVE ME A CLEAR INSIGHT OF WHAT DATA LOOKS LIKE AND WHAT KIND OF TASK DATA ANALYSISTS DO,foundations-data
2022-05-30,Subramani S,5,0,"This course 1 , gives a insight about Data analysis and it sharpen a way of my thinking towards Data",foundations-data
2022-05-03,Felipe,5,0,"Gostei, pois achei um curso bem estruturado como uma introdução ao assunto de uma maneira bem geral.",foundations-data
2022-04-30,Felipe E B,5,0,"This course is amazing! I'm in love with it!
Best way to start in Data Analytics. I'm very grateful.",foundations-data
2022-04-19,helen x,5,0,A perfect course designed for people who are seeking data analytics certificate for their next jobs.,foundations-data
2022-04-08,Anozie O,5,0,"​Lovely course, lovely instructors. I feel like I've finally found my passion by taking this course. ",foundations-data
2022-03-24,ALAA A M H A A,5,0,"Really, it an amazing course, and I really love it. Thanks a lot for all the teachers in this course",foundations-data
2022-03-23,suhas,5,0,this was a quite good program i learnt a lot about the data which gave the basics the data analysist,foundations-data
2022-03-14,Sean B,5,0,This is a great introduction class.  Very much recommend this to everyone wanting to work with data. ,foundations-data
2022-01-31,Manoj K T,5,0,Amezing content and well structured training module. I have enjoyed this learning throughout course.,foundations-data
2022-01-18,Swati C,5,0,For a beginner I got to learn about a whole new world of data in the simplest way. kudos to the team,foundations-data
2021-12-29,Carlos B V,5,0,"Really good module, gave me a good base to get more onto data. Feeling excited for the next modules!",foundations-data
2021-12-26,Mohlomi M,5,0,"This so excellent foundations to data, well-structured and easy to learn. I am really enjoying here.",foundations-data
2021-12-14,Sidharth P R,5,0,"It's a very nice course and for a first-timer like me, it's quite friendly and easy to follow module",foundations-data
2021-12-08,Jose I R,5,0,"Thanks to all the instructors of this course, I feel the progress since I started with this program.",foundations-data
2021-11-22,Tory L,5,0,This course was offered the right foundations on data for anyone seeking a career in Data Analytics.,foundations-data
2021-11-02,Amani A,5,0,This was a great entry course with a variety of ways to process the material. I absolutely loved it!,foundations-data
2021-11-02,Shrijita S,5,0,Very helpful course structure and well organized course. I have learnt the 1st step of this program. ,foundations-data
2021-10-18,Arya G,5,0,Loved the course. It really helped me understand the basics and and how to start with data analysis.,foundations-data
2021-10-16,Amr M,5,0,#NAME?,foundations-data
2021-09-25,Jessica S,5,0,I​t really expand my knowledge and helpful for a beginner like me to understand about Data Analytics ,foundations-data
2021-09-22,Ratan K P,5,0,The course is well designed and structured based system learning makes it very interactive learning.,foundations-data
2021-09-15,Hiron J D,5,0,This is really amazing course to learn. it is very easy to understand and also interesting to learn.,foundations-data
2021-09-13,Akshya P,5,0,very good course for beginners in data analytics. it has changed my way of thinking related to data.,foundations-data
2021-08-18,Enoch O,5,0,I learnt a lot from this course and I am very happy I made this decision. Thanks Google and Cousera. ,foundations-data
2021-07-09,Talha R A,5,0,Best course to inform deeply about what Data Analytics really is with slight touch of actual skills. ,foundations-data
2021-07-02,Shivanand S,5,0,the course was very great and interactive and also it was very well planned and the mentor did best.,foundations-data
2021-06-16,nehemiah m,5,0,This course was well thought of and structured wonderfully.I definitely learnt a lot and enjoyed it.,foundations-data
2021-05-20,Sahil S,5,0,It was really helpful for me as a beginner and it allows you to learn more amazing things about data,foundations-data
2021-04-29,André G L d M A,5,0,Excelente curso introdutório. Vai deixar qualquer um mais confiante para seguir o resto do programa.,foundations-data
2021-04-28,Butin K,5,0,Awesome! Everything is explained step by step. I feel like I've really learned something. Thank you!,foundations-data
